ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
6340,Walkeringham,LONDON_NORTH_EAST,SPD4,0,0,22,0,User Worked Crossing with Telephone,53.42266116,-0.831454791
6339,Walkeringham FP,LONDON_NORTH_EAST,SPD4,0,24,22,24,Footpath Crossing,53.42266116,-0.831454791
6343,Walkers (Leary's) (NOB1),LONDON_NORTH_EAST,NOB1,0,0,86,0,User Worked Crossing with Telephone,53.19168941,-0.621638803
6342,Walkers (LEN3),LONDON_NORTH_EAST,LEN3,16,0,96,16,User Worked Crossing with Telephone,54.36025805,-1.430273256
6344,Walkers FP (CBC1),LONDON_NORTH_WEST,CBC1,0,8,50,8,Footpath Crossing,54.18094166,-2.811724031
6341,Walkers FP (LEN3),LONDON_NORTH_EAST,LEN3,0,14,96,14,Footpath Crossing,54.36025805,-1.430273256
6345,Wall End,KENT,ACR,3,4,93,7,User Worked Crossing with Telephone,51.32695582,1.21813342
6346,Wallaces FP,ANGLIA,BGK,0,0,304,0,Footpath Crossing,52.01611233,0.20503044
6347,Wallas No.2,WALES,VOG,0,4,67,4,Footpath Crossing,51.46499982,-3.569700955
6348,Wallgates,LONDON_NORTH_EAST,YMS,0,0,70,0,User Worked Crossing with Telephone,54.13347891,-0.785647966
6349,Wallows Lane,LONDON_NORTH_WEST,BJW1,0,0,0,0,Footpath Crossing,52.56468732,-1.994178661
6350,Wallsend,SUSSEX,WJB,12339,594,156,12933,Manually Controlled Barrier with Obstacle Detection,50.81773462,0.343767802
6351,Walnut Grove,SCOTLAND,SCM5,1,0,60,1,User Worked Crossing with Telephone,56.38268377,-3.396527816
6352,Walpole,ANGLIA,WHC1,1094,68,34,1162,Manually Controlled Barrier with CCTV,52.85238521,1.351037016
6353,Walters Hall,KENT,ACR,1,0,97,1,User Worked Crossing with Telephone,51.33109322,1.287906278
6354,Waltham Brook,SUSSEX,TBH1,0,16,132,16,Footpath Crossing,50.93204013,-0.547220856
6355,Waltham Nurseries,LONDON_NORTH_WEST,CBC1,2,2,26,4,User Worked Crossing with Telephone,54.23967888,-3.246749062
6356,Waltham Nurseries FP,LONDON_NORTH_WEST,CBC1,0,3,26,3,Footpath Crossing,54.23967888,-3.246749062
6357,Walton Common,ANGLIA,TLL,0,0,101,0,User Worked Crossing with Telephone,51.46704087,0.389834967
6358,Walton Street,LONDON_NORTH_EAST,HBS,20181,2120,89,22301,Manually Controlled Barrier with CCTV,53.75071171,-0.375254438
6359,Waltons,LONDON_NORTH_WEST,FCO,1,1,34,2,User Worked Crossing,53.67710856,-2.768779413
6360,Wanless,LONDON_NORTH_EAST,HBS,0,0,78,0,User Worked Crossing with Telephone,53.80142483,-0.409557277
6361,Wansdyke,WESTERN,BHL,0,0,143,0,User Worked Crossing with Telephone,51.38402072,-1.593791285
6362,Wanseys,SUSSEX,TBH1,0,2,252,2,Footpath Crossing,50.98037506,-0.480833041
6363,Wansford Road,LONDON_NORTH_EAST,HBS,3240,378,65,3618,Manually Controlled Barrier with CCTV,54.00343582,-0.430640185
6364,Wanstrow 17 And 10,WESTERN,ESB,0,0,28,0,Footpath Crossing,51.17383451,-2.424582246
6365,Wanswell Court,WESTERN,SAW,0,0,1,0,User Worked Crossing,51.69852304,-2.442917801
6366,Wantage Road,WESTERN,MLN1,0,11,171,11,Footpath Crossing,51.61907719,-1.416534347
6367,Warblington,WESSEX,TBH2,7487,691,198,8178,Manually Controlled Barrier with CCTV,50.85351839,-0.96769663
6368,Warbrook,WALES,WSJ2,0,0,41,0,User Worked Crossing with Telephone,52.7875389,-2.82801798
6369,Warden,LONDON_NORTH_EAST,NEC2,999,81,47,1080,Automatic Half Barrier,54.99445234,-2.154588636
6370,Wardhouse,SCOTLAND,ANI1,0,10,24,10,Footpath Crossing,57.35495428,-2.701108972
6371,Wardle Bridge,LONDON_NORTH_WEST,CNH1,0,1,45,1,Footpath Crossing,53.12129969,-2.601795735
6372,Wards (ANI2),SCOTLAND,ANI2,0,0,33,0,User Worked Crossing with Telephone,57.64099695,-3.424081825
6373,Wards (FCO),LONDON_NORTH_WEST,FCO,0,0,34,0,User Worked Crossing,53.70911428,-2.737853451
6374,Wards (PMJ),MIDLAND_AND_CONTINENTAL,PMJ,2,2,76,4,User Worked Crossing with Telephone,52.63480167,-0.527342061
6375,Wards (SJC),LONDON_NORTH_WEST,SJC,0,0,11,0,User Worked Crossing with Telephone,54.14957602,-2.639586028
6378,Wards Dyke,LONDON_NORTH_EAST,GRS3,8,0,30,8,User Worked Crossing with Telephone,53.03747047,0.029664264
6377,Wards Dyke FP,LONDON_NORTH_EAST,GRS3,0,10,30,10,Footpath Crossing,53.03747047,0.029664264
6376,Wards FP (PWS1),KENT,PWS1,0,8,47,8,Footpath Crossing,51.2225744,0.409651869
6379,Ware,ANGLIA,HEB,3564,2214,89,5778,Manually Controlled Barrier with CCTV,51.80824281,-0.030527088
6380,Wareham,WESSEX,BML2,0,687,68,687,Footpath Crossing with MSL,50.69330692,-2.11431359
6381,Warehorne,KENT,ATH,297,27,53,324,Automatic Half Barrier,51.05549359,0.839235383
6382,Waren Burn,LONDON_NORTH_EAST,ECM7,0,0,117,0,Footpath Crossing,55.56811754,-1.752949176
6383,Wargrave,WESTERN,HEN,0,0,68,0,Footpath Crossing,51.49905463,-0.876901994
6384,Warkworth,LONDON_NORTH_EAST,ECM7,405,162,113,567,Manually Controlled Barrier with CCTV,55.35261267,-1.634879166
6385,Warminster 18,WESTERN,SAL,0,0,80,0,Footpath Crossing,51.21502454,-2.187876483
6386,Warners,ANGLIA,BGK,2,0,76,2,User Worked Crossing,52.65035623,0.375998806
6387,Warnham,SUSSEX,BTH3,0,30,40,30,Footpath Crossing with MSL,51.0926732,-0.329383046
6389,Warningcamp No. 2,SUSSEX,TBH1,0,0,252,0,User Worked Crossing with Telephone,50.85557544,-0.538277316
6388,Warningcamp No. 2 FP,SUSSEX,TBH1,0,50,252,50,Footpath Crossing,50.85557544,-0.538277316
6390,Warren Farm,WESTERN,BRB,0,0,4,0,User Worked Crossing with Telephone,51.50271274,-0.34427406
6391,Warren Farm FP,WESTERN,BRB,0,49,4,49,Footpath Crossing,51.50271274,-0.34427406
6393,Warren House,MIDLAND_AND_CONTINENTAL,RAC,14,56,112,70,User Worked Crossing with MSL,53.08421414,-1.234430789
6392,Warren House FP,MIDLAND_AND_CONTINENTAL,RAC,0,81,168,81,Footpath Crossing with MSL,53.08421414,-1.234430789
6394,Warrenhill,SCOTLAND,GSW,2,2,38,4,User Worked Crossing with Telephone,55.05880184,-3.525562036
6395,Warsett Hill,LONDON_NORTH_EAST,SSK1,0,4,18,4,Footpath Crossing,54.58159495,-0.921518899
6396,Wartons,LONDON_NORTH_EAST,BRI2,1,0,175,1,User Worked Crossing with Telephone,53.62816849,-0.295466972
6397,Wash House,WESTERN,NDN,0,0,24,0,Footpath Crossing,50.88725518,-3.867129582
6398,Washstones,MIDLAND_AND_CONTINENTAL,GSM3,8,4,162,12,User Worked Crossing with MSL,52.75204535,-0.987923684
6399,Washstones FP,MIDLAND_AND_CONTINENTAL,GSM3,0,60,162,60,Footpath Crossing with MSL,52.75204535,-0.987923684
6400,Wass,WESTERN,OWW,0,0,35,0,User Worked Crossing,51.98440088,-1.696038357
6401,Wassicks,ANGLIA,LTN1,11,2,91,13,Automatic Half Barrier,52.23681876,0.9904796
6402,Waste Lane,LONDON_NORTH_WEST,CDM2,0,6,46,6,Footpath Crossing,53.2376394,-2.608953591
6403,Water Drove,LONDON_NORTH_EAST,SPD1,105,16,30,121,Manually Controlled Barrier with Obstacle Detection,52.83928586,-0.179560927
6404,Water Lane,WESTERN,EMT,1,4,64,5,User Worked Crossing with Telephone,50.67293433,-3.447990973
6405,Waterbeach,ANGLIA,BGK,10916,1880,372,12796,Automatic Half Barrier,52.26216811,0.196658846
6406,Watercress,WESSEX,RSJ,0,0,76,0,Footpath Crossing,51.21473736,-0.508338715
6407,Waterfields No.1,LONDON_NORTH_EAST,KWS,0,0,42,0,User Worked Crossing with Telephone,53.70136941,-1.247640767
6408,Waterfields No.1 FP,LONDON_NORTH_EAST,KWS,0,145,33,145,Footpath Crossing,53.70136941,-1.247640767
6409,Waterfields No.2 FP,LONDON_NORTH_EAST,KWS,0,4,33,4,Footpath Crossing,53.69842935,-1.24311283
6410,Watergin,LONDON_NORTH_WEST,CBC3,0,0,31,0,Footpath Crossing,54.73751378,-3.383614687
6411,Waterhouse,KENT,ATH,0,0,50,0,Footpath Crossing,51.02233639,0.807005706
6413,Watering Pit Lane,ANGLIA,WHC1,5,0,38,5,User Worked Crossing with Telephone,52.74469352,1.405800932
6412,Watering Pit Lane FP,ANGLIA,WHC1,0,9,27,9,Footpath Crossing,52.74469352,1.405800932
6414,Wateringbury,KENT,PWS1,729,270,51,999,Manually Controlled Barrier,51.24923965,0.420995181
6415,Waterloo (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,User Worked Crossing,54.92436099,-1.507078426
6416,Waterloo (HXS3),LONDON_NORTH_WEST,HXS3,1890,837,143,2727,Manually Controlled Barrier with CCTV,53.47722643,-3.028903004
6417,Waterloo (RDG1),WESSEX,RDG1,2808,0,120,2808,Automatic Half Barrier,51.40583174,-0.810642034
6418,Waterside,SCOTLAND,SAA,567,459,46,1026,Manually Controlled Barrier with CCTV,56.13589626,-3.920188885
6419,Waterslack Eaves,LONDON_NORTH_WEST,CBC1,0,25,50,25,Footpath Crossing,54.17991708,-2.811084981
6420,Waterslack Quarry,LONDON_NORTH_WEST,CBC1,0,10,50,10,User Worked Crossing with Telephone,54.18525308,-2.814084304
6421,Waterslack Quarry FP,LONDON_NORTH_WEST,CBC1,0,16,50,16,Footpath Crossing,54.18525308,-2.814084304
6422,Waterton,WALES,FOR,13392,270,4,13662,Automatic Open Crossing (Locally) Monitored,51.49037857,-3.550394517
6423,Waterworks,MIDLAND_AND_CONTINENTAL,BJW3,0,0,30,0,User Worked Crossing with Telephone,52.7061751,-1.761812518
6424,Waterworks FP,MIDLAND_AND_CONTINENTAL,BJW3,0,4,15,4,User Worked Crossing with Telephone,52.7061751,-1.761812518
6425,Waterworks Version,ANGLIA,FSS2,0,12,189,12,Footpath Crossing,51.567022,0.429452807
6426,Waterybutts West,SCOTLAND,SCM5,0,8,60,8,Footpath Crossing,56.41809717,-3.176735812
6427,Watford North,LONDON_NORTH_WEST,WSA,8127,1215,46,9342,Automatic Barrier Crossing (Locally) Monitored,51.67546649,-0.389977959
6428,Watford Village,LONDON_NORTH_WEST,HNR,0,0,186,0,Footpath Crossing,52.31412026,-1.100503984
6429,Wath Crossing,SCOTLAND,GSW,0,0,34,0,User Worked Crossing with Telephone,55.04649978,-3.498654578
6430,Watkinsons,LONDON_NORTH_WEST,WBS3,0,10,63,10,Footpath Crossing,53.60917923,-2.858134126
6431,Watlington Road,ANGLIA,BGK,1149,29,76,1178,Manually Controlled Barrier with CCTV,52.6768414,0.384390141
6432,Watneys,SUSSEX,BTH3,0,3,40,3,Footpath Crossing,51.17571729,-0.326483771
6433,Wat's Dyke,WALES,WDB1,0,0,36,0,Footpath Crossing,53.13753913,-3.052990644
6434,Watson,WESTERN,OWW,0,0,35,0,User Worked Crossing with Telephone,52.10187215,-1.904368184
6436,Watsons (KSL),MIDLAND_AND_CONTINENTAL,KSL,0,0,24,0,User Worked Crossing with Telephone,52.63649061,-1.294344687
6435,Watsons (NSS),MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,User Worked Crossing,52.87849454,-1.790094375
6437,Watten,SCOTLAND,WCK,351,0,8,351,Automatic Barrier Crossing (Locally) Monitored,58.48376847,-3.287907326
6438,Watten Mains 1,SCOTLAND,WCK,0,0,0,0,User Worked Crossing,58.48831465,-3.298409853
6439,Watten Mains 2,SCOTLAND,WCK,0,0,0,0,User Worked Crossing,58.48230681,-3.279379396
6440,Watton,LONDON_NORTH_EAST,HBS,540,27,56,567,Automatic Half Barrier,53.93148457,-0.437718324
6441,Watts,LONDON_NORTH_EAST,YMS,0,0,0,0,User Worked Crossing,54.19493704,-0.488950821
6442,Wayford,WESSEX,BAE2,0,1,38,1,Footpath Crossing,50.85214076,-2.847742037
6443,Waynes,WALES,DJP,0,756,18,756,Footpath Crossing,52.72627243,-4.061739837
6444,Wayworth Farm,LONDON_NORTH_EAST,MBW2,0,0,18,0,Footpath Crossing,54.47538822,-1.003410846
6445,Weatherby,ANGLIA,CCH,0,462,34,462,Footpath Crossing,52.24020272,0.410967035
6446,Weaverthorpe,LONDON_NORTH_EAST,YMS,2160,54,70,2214,Manned Full Gates,54.19012782,-0.535341114
6447,Webb's,WESTERN,BAG2,0,2,183,2,Footpath Crossing,52.28127977,-2.097517911
6448,Webby Wood,ANGLIA,ESK,0,1,33,1,Footpath Crossing,52.4137784,1.547493661
6449,Webster Wood,LONDON_NORTH_EAST,TCW1,0,0,29,0,Footpath Crossing,53.74793755,-1.078672907
6451,Websters (BGK),ANGLIA,BGK,0,0,307,0,User Worked Crossing with Telephone,52.15679942,0.135248368
6450,Websters (HAY1),LONDON_NORTH_EAST,HAY1,0,0,76,0,User Worked Crossing with Telephone,54.0106475,-1.413904334
6452,Wedgwood Station,LONDON_NORTH_WEST,CMD2,2079,243,237,2322,Manually Controlled Barrier with CCTV,52.95177928,-2.170999779
6453,Weer Lane,MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,User Worked Crossing with Telephone,52.86608298,-1.696972012
6454,Weig Lane,WALES,SBA2,197,7,24,204,Manually Controlled Barrier with CCTV,52.52510391,-3.448679071
6455,Weigh Office,LONDON_NORTH_EAST,NOP1,0,0,4,0,User Worked Crossing,53.59834082,-0.635665482
6456,Welbury,LONDON_NORTH_EAST,LEN3,388,22,104,410,Automatic Half Barrier,54.40835435,-1.382249951
6457,Well Lane,LONDON_NORTH_EAST,HUL3,0,2,79,2,Footpath Crossing,53.78365217,-1.264625733
6458,Well Park Farm,WESTERN,DAC,0,0,28,0,User Worked Crossing,50.78169261,-3.63921999
6459,Welland Bank,LONDON_NORTH_EAST,WEB,4,2,30,6,User Worked Crossing with MSL,52.65443581,-0.263747064
6460,Wellfield,LONDON_NORTH_EAST,ECM5,0,0,268,0,Footpath Crossing with MSL,54.30188961,-1.425046289
6461,Wellhouse,SCOTLAND,WCK,1,0,28,1,User Worked Crossing with Telephone,57.49086717,-4.463802895
6462,Wellington,WALES,SHL,486,54,94,540,Automatic Half Barrier,52.12911703,-2.715246206
6463,Wellington 23,WALES,SHL,0,0,94,0,Footpath Crossing,52.12676317,-2.715476638
6464,Wellowgate,LONDON_NORTH_EAST,MAC3,3032,3582,66,6614,Manually Controlled Barrier with Obstacle Detection,53.56330836,-0.088574942
6465,Wells (WSM),WESTERN,WSM,0,522,93,522,Footpath Crossing,51.35101917,-2.930075705
6467,Wells Accommodation,LONDON_NORTH_EAST,NOB1,0,0,79,0,User Worked Crossing,53.15053467,-0.737970902
6468,Wells Bridleway,LONDON_NORTH_EAST,NOB1,0,4,86,4,Footpath Crossing,53.15306426,-0.7332485
6469,Wells Engine,ANGLIA,SOB2,0,0,83,0,User Worked Crossing with Telephone,52.38067692,0.263609133
6470,Wells Engine FP,ANGLIA,SOB2,0,40,166,40,Footpath Crossing,52.38067692,0.263609133
6466,Wells FP (NOB1),LONDON_NORTH_EAST,NOB1,0,5,79,5,Footpath Crossing,53.15053467,-0.737970902
6471,Welney Road,ANGLIA,EMP,381,14,171,395,Automatic Half Barrier,52.49149182,0.186636003
6472,Welsteads,KENT,APL,0,0,1,0,User Worked Crossing,51.01449039,0.830225654
6473,Welsteads FP,KENT,APL,0,0,1,0,Footpath Crossing,51.01449039,0.830225654
6474,Welton,LONDON_NORTH_EAST,HUL1,212,300,176,512,Manually Controlled Barrier with Obstacle Detection,53.72267923,-0.554304668
6475,Wem,WALES,SYC,3811,958,62,4769,Manually Controlled Barrier with Obstacle Detection,52.85582266,-2.718642896
6476,Wendover FP No.4,LONDON_NORTH_WEST,MCJ2,0,2,103,2,Footpath Crossing,51.77802102,-0.772404476
6477,Wenhaston,ANGLIA,ESK,339,62,32,401,Automatic Barrier Crossing (Locally) Monitored,52.33311584,1.511157986
6478,Wensor Farm,LONDON_NORTH_EAST,WEB,2,0,30,2,User Worked Crossing with Telephone,52.70467581,-0.22482402
6479,Wern Arran,WALES,HNL1,0,0,94,0,Footpath Crossing,51.84553467,-3.000743121
6480,Wernddu,WALES,CAR,0,3,121,3,Footpath Crossing,51.57023798,-3.202197413
6481,West Bank Hall,LONDON_NORTH_EAST,DRA1,1215,81,65,1296,Automatic Half Barrier,53.70745082,-1.050534269
6482,West Barnes,WESSEX,RPE,11233,2259,218,13492,Manually Controlled Barrier with CCTV,51.40194319,-0.236707559
6483,West Barnham,SUSSEX,TBH2,0,0,188,0,Footpath Crossing,50.8308021,-0.647338979
6484,West Brecks,LONDON_NORTH_EAST,TYB1,95,41,4,136,Automatic Half Barrier,53.31839294,-0.7995434
6485,West Bridge Farm,WALES,HNL1,0,0,94,0,User Worked Crossing with Telephone,51.97764975,-2.805004012
6486,West Chevington No.3,LONDON_NORTH_EAST,ECM7,0,0,100,0,Footpath Crossing,55.27369394,-1.653437162
6487,West Cornforth,LONDON_NORTH_EAST,KBF,0,0,0,0,Manned Full Gates,54.70406723,-1.524523982
6488,West Cowick,LONDON_NORTH_EAST,WAG1,1,46,6,47,User Worked Crossing with MSL,53.69220284,-1.013511009
6489,West Curthwaite,LONDON_NORTH_WEST,CBC3,0,1,40,1,Footpath Crossing,54.83416217,-3.044345049
6490,West Drayton,WESTERN,STA,1384,99,8,1483,Manually Controlled Barrier,51.51033869,-0.47681451
6491,West Garty 2,SCOTLAND,WCK,0,0,0,0,User Worked Crossing,58.08854838,-3.703590562
6492,West Goswick Farm,LONDON_NORTH_EAST,ECM7,2,2,108,4,User Worked Crossing with MSL,55.69280396,-1.916879225
6493,West Grimstead,WESSEX,RTJ2,0,5,73,5,Footpath Crossing,51.04240585,-1.695182865
6494,West Heslerton,LONDON_NORTH_EAST,YMS,41,0,36,41,Automatic Half Barrier,54.18797075,-0.589408364
6495,West House,LONDON_NORTH_EAST,STF,0,2,14,2,Footpath Crossing,54.61686217,-1.465041696
6496,West House FP,ANGLIA,SIZ,24,1,2,25,Manned Full Gates,52.21738045,1.537854687
6497,West Kinnauld 1,SCOTLAND,WCK,0,0,9,0,Footpath Crossing,57.9862905,-4.153278532
6498,West Kinnauld 2,SCOTLAND,WCK,0,2,9,2,User Worked Crossing with Telephone,57.9835056,-4.146152968
6499,West Kinnauld 3,SCOTLAND,WCK,0,0,10,0,User Worked Crossing with Telephone,57.98243626,-4.140372655
6500,West Mill Hills,LONDON_NORTH_EAST,NEC2,0,0,47,0,User Worked Crossing with Telephone,54.97842185,-2.23320597
6501,West Moor Gates,LONDON_NORTH_EAST,YMS,1,0,36,1,User Worked Crossing with Telephone,54.16102439,-0.721036704
6502,West Moor Gates FP,LONDON_NORTH_EAST,YMS,0,0,36,0,Footpath Crossing,54.16102439,-0.721036704
6503,West Of Naworth,LONDON_NORTH_EAST,NEC2,0,0,48,0,Footpath Crossing,54.9415759,-2.68731233
6504,West Pilmore,SCOTLAND,SCM5,2,0,58,2,User Worked Crossing with Telephone,56.44895261,-3.09308158
6505,West River Bridge,ANGLIA,BGK,0,2,186,2,Footpath Crossing,52.34758252,0.246425376
6506,West Sleekburn Industrial Estate,LONDON_NORTH_EAST,WSB,0,0,8,0,User Worked Crossing with Telephone,55.1574221,-1.566200183
6507,West Square,SCOTLAND,WCK,0,0,8,0,User Worked Crossing with Telephone,58.45699743,-3.181355791
6508,West Stobswood,LONDON_NORTH_EAST,ECM7,0,0,142,0,Footpath Crossing,55.25409535,-1.647149129
6509,West Street,WESSEX,TTF,2916,378,0,3294,Automatic Half Barrier,50.87069405,-1.409909199
6510,West Worthing,SUSSEX,BLI1,7439,1242,239,8681,Manually Controlled Barrier with CCTV,50.8184645,-0.391898745
6511,Westbere,KENT,ACR,0,11,94,11,Footpath Crossing,51.30683516,1.153463702
6512,Westborough,LONDON_NORTH_EAST,ECM1,0,5,213,5,User Worked Crossing with Telephone,53.01390769,-0.695972696
6514,Westbrook Lane,LONDON_NORTH_EAST,NOB1,7,0,79,7,User Worked Crossing with MSL,53.13757681,-0.761041966
6513,Westbrook Lane FP,LONDON_NORTH_EAST,NOB1,0,8,79,8,Footpath Crossing with MSL,53.13757681,-0.761041966
6515,Westbury,WALES,SBA1,810,0,24,810,Automatic Half Barrier,52.69241633,-2.967298081
6516,Westbury 2,WALES,SBA1,0,0,24,0,Footpath Crossing,52.69316002,-2.975229647
6517,Westbury Brook,WESTERN,SWM2,0,0,70,0,Footpath Crossing,51.83175923,-2.415159677
6518,Westbury Down Distant 1,WALES,SBA1,0,0,24,0,Footpath Crossing,52.69036304,-2.944931561
6519,Westbury Down Distant 2,WALES,SBA1,0,0,24,0,Footpath Crossing,52.69076272,-2.949652307
6520,Westbury Loop,WALES,SBA1,0,0,24,0,Footpath Crossing,52.69216844,-2.964643787
6521,Westbury On Severn,WESTERN,SWM2,95,41,73,136,Automatic Half Barrier,51.83749448,-2.408030242
6522,Westbury On Severn FP,WESTERN,SWM2,0,0,65,0,Footpath Crossing,51.84899075,-2.374646277
6523,Westerfearn 1,SCOTLAND,WCK,6,0,14,6,User Worked Crossing with Telephone,57.85909158,-4.311022245
6524,Westerfearn 2,SCOTLAND,WCK,0,0,13,0,User Worked Crossing with Telephone,57.86128506,-4.315981587
6525,Westerfield,ANGLIA,ESK,10292,194,452,10486,Manually Controlled Barrier with CCTV,52.08101092,1.165600883
6526,Westerfield FP,ANGLIA,ESK,0,46,324,46,Footpath Crossing,52.08062109,1.162429072
6528,Westerleigh,WESTERN,BGL2,8,0,4,8,User Worked Crossing,51.50628499,-2.444239985
6527,Westerleigh FP,WESTERN,BGL2,0,168,4,168,Footpath Crossing,51.50628499,-2.444239985
6529,Western Growers,WESTERN,SIV,0,0,56,0,User Worked Crossing with Telephone,50.17169227,-5.441748135
6531,Westford (MLN),WESTERN,MLN1,0,8,125,8,Footpath Crossing with MSL,50.97792659,-3.247802216
6530,Westford FP (BAE2),WESSEX,BAE2,0,2,38,2,Footpath Crossing,50.83496694,-2.943056428
6532,Westhall,ANGLIA,ESK,81,27,33,108,Automatic Barrier Crossing (Locally) Monitored,52.38212699,1.534629981
6533,Westhoughton Golf Course,LONDON_NORTH_WEST,LCN,0,2,71,2,Footpath Crossing,53.55216593,-2.533112062
6534,Westley Road,ANGLIA,CCH,6,0,34,6,User Worked Crossing with MSL,52.1949066,0.327002902
6535,Westley Road FP,ANGLIA,CCH,0,9,34,9,Footpath Crossing with MSL,52.1949066,0.327002902
6536,Westmead,LONDON_NORTH_WEST,PRA,0,89,140,89,Footpath Crossing,51.73197098,-0.832684309
6537,Westmead Rhyne,WESTERN,MLN1,0,2,146,2,Footpath Crossing,51.39426726,-2.819351882
6540,Weston (ESK),ANGLIA,ESK,297,27,33,324,Automatic Barrier Crossing (Locally) Monitored,52.42084021,1.549772153
6538,Weston (GNQ4),WALES,GNQ4,0,0,0,0,Manually Controlled Barrier,52.83906785,-3.043237395
6539,Weston (GNQ4) UWC,WALES,GNQ4,0,0,0,0,User Worked Crossing,52.83835331,-3.043437361
6541,Weston Rhyn,WALES,WSJ2,2295,216,41,2511,Automatic Half Barrier,52.91754047,-3.053783856
6542,Weston Super Mare,WESTERN,WSM,0,4,33,4,Barrow Staff Crossing,51.34355781,-2.973253844
6543,Weston Town Farm 1,WESTERN,ESB,0,0,3,0,User Worked Crossing,51.17635994,-2.429072541
6544,Weston Town Farm 2,WESTERN,ESB,0,0,3,0,User Worked Crossing,51.17923003,-2.430863973
6545,Westons,MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,User Worked Crossing with Telephone,52.89119124,-1.9125795
6546,Wetherall Cutting,LONDON_NORTH_EAST,NEC2,0,0,70,0,Footpath Crossing,54.88731494,-2.847247716
6547,Wey Meadows,WESSEX,VWW,0,62,103,62,Footpath Crossing,51.36486745,-0.474660856
6548,Wharf Road,ANGLIA,BGK,553,288,378,841,Automatic Half Barrier,51.73167801,-0.019230569
6549,Wharncliffe Wood,LONDON_NORTH_EAST,MAC3,1,0,2,1,User Worked Crossing,53.45679634,-1.548986063
6550,Whatstandwell,MIDLAND_AND_CONTINENTAL,AJM1,0,0,34,0,User Worked Crossing with Telephone,53.08248156,-1.502702024
6551,Wheal Bois,WESTERN,MLN4,0,10,67,10,Footpath Crossing,50.24966925,-5.210947214
6552,Wheal Busy,WESTERN,MLN4,0,4,67,4,Footpath Crossing,50.25711827,-5.192239226
4580,Oving FP,SUSSEX,TBH2,0,8,200,8,Footpath Crossing,50.83215405,-0.729053508
6554,Wheal Prussia,WESTERN,MLN4,0,2,67,2,Footpath Crossing,50.2485952,-5.214334185
6555,Wheatacre,ANGLIA,NOL,0,0,50,0,User Worked Crossing with Telephone,52.51463451,1.639459826
1754,Davies,WALES,WSJ2,0,0,41,0,User Worked Crossing,52.7686254,-2.788959256
6557,Wheatsheaf,ANGLIA,MAH,0,2,75,2,Footpath Crossing,51.9387479,1.161400101
6558,Wherryman's No22,ANGLIA,RBY,8,12,14,20,User Worked Crossing with Telephone,52.6129741,1.677892231
6559,Whiley Hill,LONDON_NORTH_EAST,DAE1,95,54,20,149,Automatic Half Barrier,54.57756999,-1.577188788
6560,Whinnyhall,SCOTLAND,CRE,0,0,0,0,User Worked Crossing,56.16674152,-3.26217638
6561,Whipps Farmers,ANGLIA,FSS2,2,1,225,3,User Worked Crossing with Telephone,51.56549967,0.304449951
6562,Whipps Farmers FP,ANGLIA,FSS2,0,0,235,0,Footpath Crossing,51.56549967,0.304449951
6564,Whisby Quarry,LONDON_NORTH_EAST,NOB1,0,0,80,0,User Worked Crossing with Telephone,53.18962448,-0.63783472
6563,Whisby Quarry FP,LONDON_NORTH_EAST,NOB1,0,0,150,0,Footpath Crossing,53.18962448,-0.63783472
6565,Whissendine,MIDLAND_AND_CONTINENTAL,GSM2,270,46,162,316,Manually Controlled Barrier,52.74037753,-0.76159071
